product_name,category,rating,about_product,user_name,review_id,review_content,cluster
"iQOO Z6 44W by vivo (Lumina Blue, 6GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,4.1,"44W FlashCharge|Snapdragon 680 comes with octa-core architecture design that adopts the new 6nm process, CPU increased by 25% & GPU performance increased by 10% compared with Qualcomm Snapdragon 662.|Z6 is equipped with a FHD+ AMOLED dispaly to give a truly immersive display experience with true color contrast. The display provides a 180Hz Touch Sampling Rate in the gaming sessions for an enhanced touch response.|50MP AI rear camera comes with a variety of smart AI camera features and effects to capture wonderful moments with ease.","siddharth patnaik,Dr Sunilkumar H,Krishna,K. S. Rao,vinayp,indhu,Jogi,DRISHTI VASHISTH GUPTA","R27MK332LTT5KS,R2TN6LNGD4FLYB,RVZJOLWLG5JZ9,R32Y3RXFGS0N8S,R1WG388SX6A8SS,R3FCO1GKVP9JHZ,REQQ0KOQUU7N5,RB48XNZD8P2Q4",purchased gb variantto sum pro conspros good design term look phone build quality screen quality good little boosted colour tone new processor smooth responsive speaker quality good without much treble camera ok selfie main camera performance average less noise camera front small notch distracting playing videocons main camera struggle x zoomand video call performance front camera inferior stock selfie photo watt charger took hr min charge phoneso charging speed time saving big batterygood one price one best android phone vivo super good normal usagecamera ok normalits working fine issuew iqoo providing quality device compared brandscamera quality highvalue moneyphone handy battery also good quality phone good,5
"iQOO Z6 Lite 5G by vivo (Mystic Night, 6GB RAM, 128GB Storage) | World's First Snapdragon 4 Gen 1 | 120Hz Refresh Rate | 5000mAh Battery | Travel Adapter to be Purchased Separately",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,4.1,"World's First Snapdragon 4 Gen 1 Processor, that allows you to level up your performance with confidence through its efficient 6nm Process.|Best In-Segment 120Hz Screen Refresh Rate: Which comes with lagfree & nimble scrolling. The FHD+ display lets you enjoy to the fullest with every game you play and every content you watch with its crisp detailing of colours.|5000mAh Battery: Keeps iQOO Z6 Lite 5G to a longer usage, for a more enjoyable gaming and video experience, which offers Music Playback Time of 127 Hours, Social Media of 21.6 hours, OTT Streaming of 14.5 hours and Gaming of 8.3 hours.|50MP Eye Autofocus main camera, is designed to address the out-of-focus issues. The feature performs fast Eye Autofocus at a high refresh rate, allowing the camera to maintain a stable and clear focus on the subjects in movement.|Stylish & Slim Design: 8.25mm Thin & 194g Weight, with All new 2.5D flat frame design with Matt finish","siddharth patnaik,Dr Sunilkumar H,Krishna,K. S. Rao,vinayp,indhu,Jogi,DRISHTI VASHISTH GUPTA","R27MK332LTT5KS,R2TN6LNGD4FLYB,RVZJOLWLG5JZ9,R32Y3RXFGS0N8S,R1WG388SX6A8SS,R3FCO1GKVP9JHZ,REQQ0KOQUU7N5,RB48XNZD8P2Q4",purchased gb variantto sum pro conspros good design term look phone build quality screen quality good little boosted colour tone new processor smooth responsive speaker quality good without much treble camera ok selfie main camera performance average less noise camera front small notch distracting playing videocons main camera struggle x zoomand video call performance front camera inferior stock selfie photo watt charger took hr min charge phoneso charging speed time saving big batterygood one price one best android phone vivo super good normal usagecamera ok normalits working fine issuew iqoo providing quality device compared brandscamera quality highvalue moneyphone handy battery also good quality phone good,5
"Redmi Note 11 Pro + 5G (Stealth Black, 8GB RAM, 256GB Storage) | 67W Turbo Charge | 120Hz Super AMOLED Display | Additional Exchange Offers | Charger Included",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,3.9,Superior performance with Snapdragon 695 5G. With 7 5G bands making the device future-ready.|16.94cm(6.67) Super AMOLED display with 120Hz Refresh Rate protected by Corning Gorilla Glass 5|67W in-box charger powers massive 5000mAh battery for full dayâ€™s charge in 15 minutes|108MP triple camera set up with 8MP ultra-wide and 2MP macro sensor for flawless photography|EVOL. Pro Design for perfect ergonomics and a beautiful glass back design,"Indro,Bhavesh Bodat,Amazon Customer,Ambalika Sarkar,Bhosale Techno Solution Pvt Ltd,Agnish Mallick,Radhika Arumugam,Krishna","R1S5FUVJK5BDKV,R10T102N4IHERO,R1QALRWVTEDXMH,R25MVXUNZDKPIY,RJ0CS41K876BR,RX87956266XU,R1HLEVV8WMVM3R,R1UBTZ9MAS7G8V",bought phone tonne research watching reading several youtube video blog review multiple phone budget around k max one somehow fit way almost finalized one plus nord ce changed mind last moment dont regret ive used redmi phone im aware sturdiness value money offer got k close k exchange one year old tecno spark phone one worst phone ive ever used refer tecno spark review here review phone based month usagepros build quality good finishing lookwise sleek quite comfortable hand back camera really good better ai camera mp give good picture although comparable iphone google pixel quality price range bad portrait mode give great picture well lit condition decent low light night mode w charger efficient phone get fully charged within min battery level battery backup decent normal usage charge easily last one half day dolby atmos dual speaker really good could watching movie feel surround sound speaker pretty loud lagging smooth touch refresh rate pretty good unlike earlier redmi phone chinese phone general negligible auto installing bloatwares android performance far satisfactory hasslefree usage general something struggled lot earlier techno spark phone basic functionalitiescons front camera couldve lot better daylight condition picture color arent vibrant enough low light picture come grainy dissatisfied amoled display isnt good expected especially becomes evident light reflects screen youre watching somethingnothing else worth mentioning think right may update review anything encounteredfor people k budget looking good overall usage phone g phone worth shot along nord ce litenice phone good battery backupfast charging sturdy body good process speed camera quality good enoughbut overall good budget phone battery decent charging fast camera averagingoverall nice productthe phone good aspect bug ur looking good camera onethe price product higher time launch within month dropped kthe price qty oksome feature missing available chinese make modelpros displaysuper amoled battery life hr moderate usage fast charging hz refresh rate work seamlesslycons miuilots unnecessary appsprocessorsd oldmain camera markoverall want say youre looking phone watch movie series casual gaming go itpubg cod feel fantastic without lagif looking heavy gaming looking camera phone one brothergood phone need improvement camerathis mobile best camera compared model,5
boAt Bassheads 242 in Ear Wired Earphones with Mic(Active Black),"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",4.1,"Fly into your workouts with precise tones that inspire and energize your system with its HD sound, all the time. Impedance 32Î©, Sensitivity (dB) 101db Â±3db, Frequency Response 20Hz-20KHz|Find a balanced audio sound set pumped through 10 mm dynamic drivers that can get real loud! Propped up by a banging bass, push your flow to higher limits|Get the sound in and sweat out with IPX 4 Water and Sweat Resistance here to elevate your game as crush those repetitions or a rigorous run|Coolly crafted midway down the cable to endorse practicality mixed with an aesthetic design that allows for communication and music playlist control|Move with unrestrained dynamic freedom via shape adaptive secure fit ear hooks made for you to lose yourself in your workouts and your music|Fashionable with a loose freestyle, yet made to sustain through twisting, contorting and tangling so that you can carry your style and music with you everywhere|Bassheads 242 are compatible with almost every device that carries a 3.5mm slot|1 year warranty from the date of purchase","Tanu,THENNARASU,Gatij saini,uday,Rohit,Akshat Sharma,pramod b.,deepank Sonwal","R2WQHYFXQ5BCCA,R3BU0MFK2ORFS6,R2A3HU0CB8SUQ4,R28DOVGVW1QZXZ,R26XU8W37JQI55,R2S12HQMGEON44,R2NVYGBTVG3FJR,R3VG49O0264FQ9",sound song good really good still using almost maybe month maybe still goodproduct good quality comfortably fixed ear major issue bud minute start hurting earsgaming nicesoundosmdisyannice value moneythank amezon iam satisfied sound quality ok noise cancellation performancebut come bass quality less boat much low clarity bass missing light weight compared boat finally boat good price rangemic sound quality crystal clear bass also good wiring quality good overall earphone good range worth hai product mebought month ago complains far everything going greatbut little overpriced nicebast,0
Portronics MODESK POR-122 Universal Mobile Tabletop Holder (Black),Electronics|Mobiles&Accessories|MobileAccessories|Stands,4.1,"MoDesk - a Premium Quality Mobile Holders for your Ofï¬ce Desks. It can hold, on your work desk, any type of smartphone & tablets with size up to 7 inches easily|MoDesk is a Aluminum + ABS metallic body desk mobile holders which is rust and corrosion proof|It has angular design which gives perfect viewing angle of your smartphone on the desk so you can easily and privately see incoming calls, respond to messages without the risk of prying eyes|The antiskid silicon pads on the body prevents accidental slips and protection from scratches|For any issue Email customer support help@portronics.com","Sethu madhav,Prajwala,Amazon Customer,Manikandan,Abdul Kadhar,Anil Verma,Mahesh kumar,SATBIR SINGH","R23YK9FCYDZ8D5,R2FHT8TJPYXUVB,R2775SLGU24T7V,R3M6CEWXVKNB4E,R17T0PBEN71P6E,R4P7D5FJZ86K4,R3V035V0E672U2,R331A15NMMC2WR",strong enough good one holdits serf simple purpose holding phonebut possible make phone sit phone slant back little use pen adjusted back keep phone angle worth simple usebestniceavaragesturdy producteffective product price rangegood,1
"realme narzo 50i (Mint Green, 2GB RAM+32GB Storage) Octa Core Processor | 6.5"" inch Large Display",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,4,"2 GB RAM | 32 GB ROM | Expandable Upto 256 GB|16.51 cm (6.5 inch) HD+ Display | 88.7% Screen-to-body Ratio | LCD Multi-touch Display | 1600-by-720-pixel Resolution | 400 nits Max Brightness (Typical)|8MP Primary Camera (f/2.0 Aperture,4P Lens,4x, Digital Zoom Panoramic View, Portrait Mode, Expert, Timelapse, HDR, Beauty, Filter | 5MP AI Selfie Camera (f/2.2 aperture, portrait Mode, AI Beauty, HDR, Face-Recognition, Filter)|5000 mAh Massive Battery | Supports Ultra Saving Mode|Powerful Octa-core Processor | CPU: Octa-core CPU, up to 1.6GHz | GPU: IMG 8322","Aditya Jha,Aman dhiman,RAMLAL Khadav,Jagan,Meherunnesha Sarkar,Karthikeyan.T,Amazon Customer,B Suersh","R36T09OX35WPH0,R1SPKNBAZ5I7N1,R2H32V6C3AL47P,R3V0GQV599E046,R1K3DKKD38K4YV,R3GLFGKDB9OSU6,R19K03O5BUU15B,R3LHO7E66T27P9",budget low looking good phone buy realme narzo ithe product nice good quality using many day ithe product warm also phone hang good priceaverage preformgoodgoodok normal use build quality battery goodbattery life ok maximum working hr chargeok,5
MI 10000mAh 3i Lithium Polymer Power Bank Dual Input(Micro-USB and Type C) and Output Ports 18W Fast Charging (Metallic Blue),Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,4.3,10000mAh Lithium Polymer battery|18W Fast Charging|Dual output and input ports|Advanced 12 Layer chip protection|Smart power management|Micro-USB and Type C input port|6 months domestic warranty,"Mahesh Paryani,Tejas Panchal,SUBHASH,Kushagra Saxena,Masthan,Dipak Sutrdhar,Nitin,pushkraj_4_ever","R31BXRU0GAOB26,R120Q9PAHZEIEM,R3MSIMI8U7QZXJ,R3MLNPNLSYH11T,R339F0FNSVUUP1,R1X6T4WG7148OB,R1Y9VHIT18ERYP,R32RBHMK1ESFTN",havent used battery pack able provide exact expected performance simply put divide battery size phone expected cycle time consider measure would say battery capacity around mahhappy productbut heavyday day battery life reducing remaining parameter goodslim easy carry travelling good looking im satisfied product overall good take hour chargevery heavy must kgvery quick charge take age almost hr fully charge charged samsung twice full chargedi recently purchased mi power bank mah extremely impressed performance personally tested laboratory equipment found capacity around mah good compared power bank marketone thing appreciate mi power bank able hold charge long period time recharge frequently power banksin term durability mi power bank held well time construction solid power bank suffered damage despite carried around bag daily basisoverall extremely satisfied purchase mi power bank mah would highly recommend others reliable highquality power bank delivers advertised capacity,1
"Nokia 105 Plus Single SIM, Keypad Mobile Phone with Wireless FM Radio, Memory Card Slot and MP3 Player | Red",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,4,"All-new redesigned Nokia mobile which is familiar and easy to use|Island style keypad phone with white key lettering|High quality 1.77â€ screen|Pre-loaded games including the classic keypad mobile phone game - Snake|Enjoy all-new wireless FM radio|Listen to music on the MP3 Player and save your favourite songs on the built in memory card slot|Save 2,000 contacts and up to 500 SMS on your Nokia 105 Plus mobile phone","virender malhotra,Vikas kabra,Das,Naveen,Amazon Customer,Adv. Manish kotwani,Vinod Jadhao,Priti tijare","R1BFOK13WV2QLM,R3H97FN1H50F7F,R1IY2IDRUJX5O5,R1N5UJPJ5YGBU5,R3BZ3W2KH0X1DQ,R3GPO2WYK6ABG,RCMFGYS1T27LL,R1D5OAMYO4526T",phone ok except middle button headache rest good battery lyf hr fully chargedsuperb battery life daysi bought phone use replacement smartphone calling alarm listening song purposesi didnt face problem sound quality somewhat low compared normal smartphones song quality good even bad ok listening earphonesi use receiving sm call occassionally listen song battery backup good last upto day etc full chargeit wouldve much better included alarm option limited alarm stopwatch timeroverall good replacement smartphone till nowaction buttoncenter button good take attempt sometimes perform ok actionbattery backup badneeds improve ringtone soundbest phone hai nokia always best price thodi kam karni chahiyei like product,5
"iQOO Z6 44W by vivo (Raven Black, 4GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,4.1,"44W FlashCharge|Snapdragon 680 comes with octa-core architecture design that adopts the new 6nm process, CPU increased by 25% & GPU performance increased by 10% compared with Qualcomm Snapdragon 662.|Z6 is equipped with a FHD+ AMOLED dispaly to give a truly immersive display experience with true color contrast. The display provides a 180Hz Touch Sampling Rate in the gaming sessions for an enhanced touch response.|50MP AI rear camera comes with a variety of smart AI camera features and effects to capture wonderful moments with ease.","siddharth patnaik,Dr Sunilkumar H,Krishna,K. S. Rao,vinayp,indhu,Jogi,DRISHTI VASHISTH GUPTA","R27MK332LTT5KS,R2TN6LNGD4FLYB,RVZJOLWLG5JZ9,R32Y3RXFGS0N8S,R1WG388SX6A8SS,R3FCO1GKVP9JHZ,REQQ0KOQUU7N5,RB48XNZD8P2Q4",purchased gb variantto sum pro conspros good design term look phone build quality screen quality good little boosted colour tone new processor smooth responsive speaker quality good without much treble camera ok selfie main camera performance average less noise camera front small notch distracting playing videocons main camera struggle x zoomand video call performance front camera inferior stock selfie photo watt charger took hr min charge phoneso charging speed time saving big batterygood one price one best android phone vivo super good normal usagecamera ok normalits working fine issuew iqoo providing quality device compared brandscamera quality highvalue moneyphone handy battery also good quality phone good,5
boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.2,"The boAt rugged cable features our special toughest polyethylene braided jacket and this unique jacket provides greater protection than anything else you have seen in its class. Round Cable|Extra tough polyethylene terephthalate cable skin ensures 10000 plus bend lifespan, stress and stretch resistance|The boAt rugged Micro USB cable is compatible with most android smartphones, windows phone, tablets, PC peripherals and other micro USB compatible devices|2.4A rapid charge, fast data transmission and rapid speed to sync your device at the speed up to 480mbps|boAt rugged micro USB cable offers a perfect 1.5 meters in length, optimized for an easy use for your comfort at home or office|2 years warranty from the date of purchase","Omkar dhale,JD,HEMALATHA,Ajwadh a.,amar singh chouhan,Ravi Siddan,Himanshu Goel,Udaykumar","R3EEUZKKK9J36I,R3HJVYCLYOY554,REDECAZ7AMPQC,R1CLH2ULIVG5U3,R2DMKIBGFKBD6R,RC89B5IAJUTR5,R3B3DDON5FH8DS,R13WAEJDI5RS36",good productlong wirecharges goodnicei bought cable r worthy product price tested various charger adapter w w support fast charging wellgoodoki got good price sale amazon product useful warranty warranty need go far practical cost mine micro type c connector stopped working day onlyi like product,2
"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Anrdoid & Other Devices (Stylo 10K, Green)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,4,"Power-packed 10000mAh- Lithium Polymer 10000mAh capacity allows you to efficiently charge your devices multiple times. It can charge iPhone 12 â€“ 2 times, OnePlus Nord - 1.5 times.|20W Fast Charging Outputâ€“ Powerful 20 Watts PD and QC output for boosted charging speed, so that you always stay ahead in the league. It carries an extensive capacity to charge your mobile 50% in as quickly as 30 minutes on average.|20W Fast Charging Input â€“ The powerbank itself can get charged in 4 to 5 hours as it has Power Delivery Technology which supports 20W fast charging input via Type C port.|Charge Multiple Devices â€“ With 1 USB port and 1 Type C port for output, it can charge 2 devices at the same time.|Sleek and Stylish- Supremely modish and handy design makes it a style statement while its compact body makes it extremely travel-friendly at the same time.","RAMKISAN,Pawan Kumar yadav,Nikhil,Drew Arsenic,nisar,kanishk,Amazon Customer,Kulveer Singh","R83JPRO9V52P,R3UTU1ETF9YL12,RSOL1K3LF3E2I,R377A8K2HZUIKP,R34U15DVK45JC1,RAI2NHXM94X69,R3IW1BTNA6GQJ4,R1VS6ME7USZQ76",happy using power bank good seen video youtube amazing rating buying enjoyed buying itgood product value moneyesme ek choti torch jaisi light add karke thoda price badha den mast raho great product faced problem charging power bank mi w charger never accept quick charge sometimes take hour chargewhile macbook pro charger accepts quick charge green lighti bought separate charger power bankgood like itpower bank good issue cable came broke day use also damaged power port phonejust good expected compact size came premium good packing need see performance mah u charge device time good single charge mah mobile given one usb type c type cable another c type cable u charge another device like carrying pouch providedi didnt got pouch power bank,2
"Samsung Galaxy M13 (Stardust Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,4.1,"6000mAh lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase|Upto 12GB RAM with RAM Plus | 128GB internal memory expandable up to 1TB| Dual Sim (Nano)|50MP+5MP+2MP Triple camera setup- True 50MP (F1.8) main camera +5MP(F2.2)+ 2MP (F2.4) | 8MP (F2.2) front cam|Android 12,One UI Core 4 with a powerful Octa Core Processor|16.72 centimeters (6.6-inch) FHD+ LCD - infinity O Display, FHD+ resolution with 1080 x 2408 pixels resolution, 401 PPI with 16M color","Satheesh Kadiam,Pritom Chakraborty,Vishwa,Simranpreet Singh,Saptarshi,Amazon Customer,D.RAGHUL,Dharmendra kumar","R2K5OD0MEEBTDL,RS1N6TNO33BOK,R6KWBGOKI1N9Y,R30SKUMYLSXXDN,R1EOYHZWCRSV7B,R13JBDK4SAAYFT,RJOU5K9ECNW7Y,R2APPRANV6IERZ",big camera usage personally even mentally prepared bad camera based review pleasantly surprised camera click good photo awesome decent photo even sharednow coming biggest grouse heating issue phone started heating charging little could ignored started heating got concerned even ordered replacement thinking got defective piece test found heating download huge amount data example restore data old phone back ok dont perform huge data load regularly definitely phone tested running task usually perform checking office mail attending office meeting phone watching video amazon prime phone heat even little personally good meat price range good phone camera heavy user expect perform heavy downloads frequently phone may personally satisfied phone work type usage go plus point phone covered review already attempting clarify phone suit term camera heating many question aspect buying perhaps review help make informed decision buy avoid cheersdisplay beautycamera decentperformance amazingbattery ok mah u expect tbhoverall good phonealso day use found network connectivity issue jiosim im using right phone ill keep update review month usageits decent mobile price thing worried weight phone many procedure change setting screen casting apart good touch decent camera day light battery life goodi bought smartphone mom samusung interface handful easy use battery superb last whole day camera mediocre provide original colour picture satisfied smartphone got sale unable video call within service provider volta within service provider video call feature availableproduct fine nothing fancy budget good phonebattery enough normal use sure gamingcamera good segment record video fhd fpsdisplay since lcd display quality bit less goodv ram add upto gb virtual ram sacrifice storage space use overall good budget phonefinger print working speedy battery backup good camera quality also good,5
"OPPO A74 5G (Fluid Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,4.2,"6.49"" Inch (16.5cm) FHD+ Punch-hole Display with 2400x1080 pixels. Larger screen to body ratio of 90.5%.|Side Fingerprint Sensor. Bluetooth Audio Codec: SBC, AAC, APTX HD, LDAC|Qualcomm Snapdragon 480 5G GPU 619 at 650 MHz Support 5G sim| Powerful 2 GHz Octa-core processor, support LPDDR4X memory and latest UFS 2.1 gear 3 storage|5000 mAh lithium polymer battery|48MP Quad Camera ( 48MP Main + 2MP Macro + 2MP Depth Lens) | 8MP Front Camera.|Memory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 256GB | Dual SIM (nano+nano) dual-standby (5G+5G).| Color OS 11.1 based on Android v11.0 operating system.|Connector type: USB Type C","Chandra.g,Shan Mohd,Suvajit Thakura,Radhe,Jyoti,Amazon Customer,kajal Kiran,Arun","R2P0CRDHOMUX,R1JGV8KAD50B2H,R3TYY9FVH4FCHC,R1QB481QG82BJO,R3C5I5PQSUB7L,RPNGVTBER1EP8,RTD8NH880GNXH,R3H70A536HFEGG",like itgreat phone smaller amount camera amazing display smoothly playmobile good amazon low service productvalue moneyhttpsmmediaamazoncomimagesibpparlsyjpggood product nicesometimes fingerprint sensor working properly camera quality good battery life best overall good product review added month usebest phone range except battery life,5
Spigen EZ Fit Tempered Glass Screen Protector Guard for iPhone 14/13/13 Pro - 2 Pack,"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",4.6,Compatibility ; Glass Screen Protector Compatible with iPhone 14 / 13 / 13 Pro|9H Hardness ; Tempered glass durability rated at 9H hardness to protect from everyday scratches|Case friendly ; Made case compatible with Spigen case|Oil-free ; Oleophobic coating for daily fingerprint resistance|Edge to Edge Protection ; All-around adhesive covers the screen with no lifting,"Abdul Moiz,Rupesh Patil,Devashis,Amruth Ramesh,ALOK NATH,Santosh Bharathan,Hemant W,Abner F.","RE1RVB3YIBPKD,R41RLIIPI7UUH,R232FT7DXDWX1C,R1V3MB7YGA2UND,R2TELVLYX3JH8E,RKUQAQZUBEG5P,R14GNLBYKUA03S,R3KGBGD8RQ7BH7",used pro without screen guard year screen guard easy apply bit slippery long press ex long press whatsapp reaction option automatically take random press also bit shiny use near lightsvery good product value moneyi tried many screen guard many type iphone one take cake application smooth process screen guard smooth reason compared one used use many screen guard say dont dont catch fingerprint always end catch fingerprint allif u pay inr higher u get spigen one protects front sensor toohappy purchase moving forward applying spigen screen guard productsthis hand best screen protector iphones got iphone one excellent easy install anybody smooth soft touch fit perfectly iphone highly recommended maybe bit pricey get box fingerprint free smudge freevery nice product buythis tempered glass easy install need worry airbubbles installing tempered glassit easy install mobile designed forworth moneythe quality adhesion good instalation pretty easywhat would liked black bezel blend well phone one could make protective tempered glass stuck also covered front camera like esr protective glass would better would appreciated price around definitely overpricedsuper easy install screen guard got attached without hassle perfect fit ez fit tray work like magici used product iphone pro peak design phone case quality screen protector excellent engineering concept used installation best ive ever seen even include useful tool guideline minimise possibility error,1
"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Jet Black",Electronics|WearableTechnology|SmartWatches,4,"[10-day battery]: With a battery backup of 10 days, just concentrate on your game without stopping.|[Noise Health Suite]: Automatically monitor your blood oxygen (Spo2 levels), real-time heart rate, and provide comprehensive analysis of your sleep quality (deep sleep,light sleep and wake up time) on this smart watch.|[Personalise your look]: Choose from 60+ cloud-based watch faces or customise them as per your preference.|[1.4â€™â€™ Full Touch HD display]: Get the perfect viewing experience on the 1.4â€™â€™ display with 240*240 pixels.|8 sports modes: Choose from 8 sports modes and give it your best.","Ankita Dwivedi,Malathi Alunkar,Shubhamâ™Ž,Oishi Basak,Dhananjay Sevalkar,User,Manohar salave,Kareti Naveen","R1NARG7VJ59AD3,R6BEKBJDZAEX5,R36J5LRZNMMZXL,R2AHCTVOGP0T6P,R3HDBTGLJJ34YO,R2Q8HE3RM7HW5L,R1K6IPHKQQ03AJ,ROANI9ZPECRM0",good fit nice smart watch price range especially need basic feature bought grey colorits long im using issue battery touch screen bluetooth connection every thing work fine looking something simple got thisnice design functionscant connect whatsapp social medium app mode watch good ui suck responsiveness could better battery life moderately upto day worn constantly colour band bit faded tooactivity record sleep tracking goodgood producti bought wife gladgood,5
"Nokia 105 Plus Single SIM, Keypad Mobile Phone with Wireless FM Radio, Memory Card Slot and MP3 Player | Charcoal",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,4,"All-new redesigned Nokia mobile which is familiar and easy to use|Island style keypad phone with white key lettering|High quality 1.77â€ screen|Pre-loaded games including the classic keypad mobile phone game - Snake|Enjoy all-new wireless FM radio|Listen to music on the MP3 Player and save your favourite songs on the built in memory card slot|Save 2,000 contacts and up to 500 SMS on your Nokia 105 Plus mobile phone","virender malhotra,Vikas kabra,Das,Naveen,Amazon Customer,Adv. Manish kotwani,Vinod Jadhao,Priti tijare","R1BFOK13WV2QLM,R3H97FN1H50F7F,R1IY2IDRUJX5O5,R1N5UJPJ5YGBU5,R3BZ3W2KH0X1DQ,R3GPO2WYK6ABG,RCMFGYS1T27LL,R1D5OAMYO4526T",phone ok except middle button headache rest good battery lyf hr fully chargedsuperb battery life daysi bought phone use replacement smartphone calling alarm listening song purposesi didnt face problem sound quality somewhat low compared normal smartphones song quality good even bad ok listening earphonesi use receiving sm call occassionally listen song battery backup good last upto day etc full chargeit wouldve much better included alarm option limited alarm stopwatch timeroverall good replacement smartphone till nowaction buttoncenter button good take attempt sometimes perform ok actionbattery backup badneeds improve ringtone soundbest phone hai nokia always best price thodi kam karni chahiyei like product,5
"iQOO Z6 Pro 5G by vivo (Legion Sky, 8GB RAM, 128GB Storage) | Snapdragon 778G 5G | 66W FlashCharge | 1300 nits Peak Brightness | HDR10+",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,4.3,"Snapdragon 778G comes with octa-core processor that adopts the 6nm process and Kryo 670 architecture.|66W FlashCharge|Liquid Cooling system intelligently sense the heat source and adapt the optimal cooling solution, thereby effectively cool down the phone and reduce the CPU temperature by 12 degrees and surface temperature by 3 degree.|Equipped with 64MP triple camera system, 8MP Wide-angle camera, 2MP Macro camera|iQOO Z6 Pro 5G display provides immersive visual experience with true color contrast and a peak brightness of 1300 nits. HDR10+ helps in providing right color tone mapping for each scene. The display offers 90Hz refersh rate and 180Hz Touch Sampling Rate for a smooth touch response.","Thukkaram,Vishnu,Vyshnav g nair,Vijaya lakshmi,Dileepkumar,AJAY KUMAR,Amit sahu,Amazon Customer","RJYLPPJ0FGP7W,R2FID5PFZZFEMW,R358SS960NFBLL,R3V2BSMUA81YBR,R11VQG0J80EBFL,R3ULSAT0BPNPG4,R2XXGJP0K25QJZ,R2PQ51W8C26K8S",camera good phone quite respponsive fast chargingthere niggling software issue forget password pin way able get back factory settingsthis second iqoo z pro humble advice user purchaser please update device latest software version definitely cause serious overnight battery drain issue speak experience first iqoo z pro gb updated latest august security patch update drain battery rate percentage overnight specific reason idle drain pronounced however second iqoo z pro purchased still running original software version excellent battery back negligible idle battery drain think best update till iqoo roll better update resolving battery drain issueabove average performanceno heating issuefastest fingerprint readerface unloakgood battery lifeok camera qualitylight weightcomfortable handall feature mobile goodno doubtly anyone buy gameswithinh budget available medual tone flash light working think single led lighttwo thing missing pin hole camera earphone jackoverall camera excellent battery life good maximum hoursas price limit good mobile camera battery screen quality,5
MI 33W SonicCharge 2.0 USB Charger for Cellular Phones - White,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,4.3,"100cm Fast Charging Type C Cable Included|Overheat Protection|BIS Certified|Made in Ind|Universal Support. Customer care: 1800 103 6286 Available from 9 AM - 9 PM Supported Languages : English, Hindi, Tamil, Telugu, Kannada, Malayalam, Marathi, Gujarati, Bengali & Punjabi.","sarangam guru prasad,Aniruddha Mahamuni,Naresh kumar,Meet Rana,Anoopranta,Rushikesh T Warade.,Priyesh,sushil","RM0S8X7RALDXR,R2118P20L5XNMT,RRO90ETYUURUA,R323P80OW5K9CY,RXQMN1M04TM6F,RZFKWWARTVKAF,R8H5BG1FDKRSA,R3J9SJCJGPDO4E",fast chargingits original item job price low site bye overall good product blink eye service amazonfully fast chargeri really like power charger charge device fast really value moneysachme achcha hai aap kharid sakte haiits good price really fast valuable product,2
